otu_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	id	color
GH43_18	294.9804638	-0.506593091	0.332438826	-1.523868606	0.127541537	0.833925435	GH	GH0
GH93	1038.332593	-0.29569943	0.197826281	-1.494742903	0.134981553	0.865007542	GH	GH0
GH13_18	605.8103179	0.53053843	0.357065262	1.485830423	0.137323981	0.865007542	GH	GH0
GT23	95.6514712	0.61444011	0.420980626	1.459544865	0.144415202	0.865007542	GT	GT0
GH5_36	92.4840959	0.617297753	0.42558818	1.450457936	0.146930861	0.865007542	GH	GH0
PL14_3	89.50129784	0.715726606	0.489148073	1.46321052	0.143409783	0.865007542	PL	PL0
AA11	49.95142463	-1.278708265	0.867282088	-1.47438565	0.140377786	0.865007542	AA	AA0
PL8_2	12.70209354	-2.414320638	1.654531823	-1.459216804	0.144505445	0.865007542	PL	PL0
PL5_1	4.963896252	-3.639409795	2.489233141	-1.462060638	0.143724594	0.865007542	PL	PL0
CBM26	2.606130973	-4.770277362	3.293927226	-1.448203629	0.14756011	0.865007542	CBM	CBM0
CBM51	340.6294961	0.392242629	0.272323607	1.440354852	0.14976703	0.867968015	CBM	CBM0
CBM61	228.8095071	0.4764173	0.332647567	1.43219836	0.152087061	0.8712608	CBM	CBM0
GH5_52	45.98814277	-0.889734503	0.623760743	-1.426403493	0.153751906	0.8712608	GH	GH0
GH5_16	15.96005783	1.864259566	1.315584121	1.417058428	0.156465846	0.872311974	GH	GH0
GH43_27	13.82852685	1.602968178	1.133630857	1.414012479	0.157358238	0.872311974	GH	GH0
GH13_7	58.50696726	-0.943777975	0.67599202	-1.396137745	0.162673019	0.882587659	GH	GH0
GH85	44.82690521	-0.92753899	0.662658962	-1.399723	0.161596284	0.882587659	GH	GH0
PL12_2	11.40008967	1.753242439	1.265279415	1.385656337	0.165851867	0.88838356	PL	PL0
CBM27	3.002598956	5.082836334	3.680081169	1.381175061	0.167225141	0.88838356	CBM	CBM0
GH89	453.1837856	0.503192492	0.370491616	1.358175111	0.174408126	0.916991178	GH	GH0
GH51	5234.588934	0.232491462	0.1837123	1.265519305	0.205685233	0.920170778	GH	GH0
GH13_30	3074.399702	0.366184172	0.272341017	1.344579588	0.178761039	0.920170778	GH	GH0
GH5	2716.401045	-0.253353069	0.197121686	-1.28526229	0.198700643	0.920170778	GH	GH0
GT87	2400.155951	0.29621262	0.222147086	1.33340763	0.18239807	0.920170778	GT	GT0
GT27	2395.259165	0.26980628	0.203296181	1.327158626	0.184456216	0.920170778	GT	GT0
GH57	1364.398956	0.250879322	0.190119777	1.319585614	0.186973409	0.920170778	GH	GH0
CBM50	1250.007837	-0.239054438	0.187445203	-1.275329723	0.202192562	0.920170778	CBM	CBM0
CBM4	416.4132274	0.310016199	0.239638131	1.293684762	0.195774331	0.920170778	CBM	CBM0
GH43_2	277.1218813	0.618714028	0.488475791	1.266621681	0.205290596	0.920170778	GH	GH0
CBM42	258.2452107	0.511120716	0.388409989	1.315930924	0.188197228	0.920170778	CBM	CBM0
GH43_8	221.1074212	-0.599964106	0.458683386	-1.308013597	0.190868697	0.920170778	GH	GH0
PL11_2	190.963822	-0.439971683	0.330575277	-1.330927366	0.183212912	0.920170778	PL	PL0
PL8_3	75.91415478	-0.773496935	0.594430106	-1.301241185	0.193175912	0.920170778	PL	PL0
GH13_42	61.68047975	-0.785211691	0.600921613	-1.306679064	0.191321732	0.920170778	GH	GH0
PL4_4	24.22295502	-1.3885379	1.095844546	-1.267093864	0.205121729	0.920170778	PL	PL0
PL17_2	23.71840019	-1.175418129	0.920365975	-1.277120364	0.201559757	0.920170778	PL	PL0
PL21_1	2.24543759	-4.556489399	3.521976689	-1.293730709	0.195758454	0.920170778	PL	PL0
GH106	2104.248743	-0.268801127	0.216641724	-1.240763419	0.214693159	0.926417869	GH	GH0
GH43_22	175.6030919	0.510406781	0.411807071	1.239431803	0.21518563	0.926417869	GH	GH0
GH79	139.2893433	-0.593800229	0.476826601	-1.245316909	0.213015283	0.926417869	GH	GH0
CBM62	109.8103616	-0.633005889	0.509884505	-1.241469161	0.214432484	0.926417869	CBM	CBM0
GT33	70.79958339	0.651759834	0.529062154	1.231915435	0.217980675	0.926417869	GT	GT0
GH5_42	50.7529016	0.758495187	0.614642173	1.234043514	0.21718669	0.926417869	GH	GH0
GH63	3498.115166	0.240268684	0.197475627	1.216700452	0.223718207	0.935215456	GH	GH0
GH47	303.8686828	-0.532375284	0.437020786	-1.218192136	0.223150967	0.935215456	GH	GH0
GT1	7294.022259	0.210639469	0.183920848	1.145272389	0.25209634	0.938460827	GT	GT0
GT35	7359.577078	0.235839147	0.204512395	1.153177768	0.248837427	0.938460827	GT	GT0
GH95	4174.304277	0.20608841	0.175002343	1.177632292	0.23894323	0.938460827	GH	GH0
CE5	2227.514002	0.408885173	0.354125105	1.154634807	0.248240007	0.938460827	CE	CE0
GH64	621.1653368	0.52825679	0.460089301	1.148161431	0.250901928	0.938460827	GH	GH0
GH24	523.9149326	0.33817278	0.292455041	1.156323991	0.247548659	0.938460827	GH	GH0
GH5_4	439.474236	0.29093713	0.245394445	1.185589711	0.235784367	0.938460827	GH	GH0
PL6_1	386.0925996	-0.41580136	0.357504179	-1.163067131	0.244802267	0.938460827	PL	PL0
GH30_7	96.69024213	0.524613381	0.445035184	1.178813273	0.238472538	0.938460827	GH	GH0
PL3_4	53.24496709	-0.785814694	0.663662058	-1.18405849	0.23638991	0.938460827	PL	PL0
GT103	17.34021877	-1.092323032	0.914309537	-1.194697187	0.232205362	0.938460827	GT	GT0
PL8_1	11.69539406	1.628278408	1.361185265	1.196221007	0.231610325	0.938460827	PL	PL0
GH56	5.83488979	-2.783497292	2.340796528	-1.189123983	0.234390882	0.938460827	GH	GH0
CBM24	2.202763625	-4.52838881	3.926184069	-1.153381688	0.248753754	0.938460827	CBM	CBM0
CBM76	2.012602705	4.509220903	3.929676104	1.147479025	0.251183697	0.938460827	CBM	CBM0
CE7	7547.319839	0.181397707	0.159812106	1.135068618	0.256346569	0.939688979	CE	CE0
CE14	4924.388279	0.208926726	0.186121961	1.122525922	0.261638892	0.939688979	CE	CE0
GH50	362.4471162	0.320794106	0.285357687	1.124182455	0.260935631	0.939688979	GH	GH0
GH137	120.8895476	-0.515296137	0.456962967	-1.127654041	0.259466054	0.939688979	GH	GH0
PL1_11	15.60288258	-1.322879467	1.163160763	-1.137314385	0.255406883	0.939688979	PL	PL0
CE10	42457.85121	0.170415027	0.156775235	1.087002206	0.277035835	0.940365157	CE	CE0
GH1	6389.312747	0.195656642	0.176495885	1.108562056	0.267619155	0.940365157	GH	GH0
GH121	696.8903451	-0.285439497	0.260427074	-1.096043865	0.273059579	0.940365157	GH	GH0
CE16	401.7902222	-0.464760092	0.427153543	-1.088039885	0.2765775	0.940365157	CE	CE0
GT7	233.7089913	0.331806156	0.302528985	1.096774764	0.272739864	0.940365157	GT	GT0
PL5	208.7806361	0.382621012	0.351751886	1.087758238	0.27670185	0.940365157	PL	PL0
GT14	122.9492039	-0.528711632	0.475238979	-1.112517398	0.265915754	0.940365157	GT	GT0
AA1_2	24.52007072	-1.151988908	1.065010184	-1.081669383	0.279399462	0.940365157	AA	AA0
CBM12	14.57312004	1.179002138	1.092139401	1.079534477	0.280349533	0.940365157	CBM	CBM0
PL7_1	7.163963208	-1.667103824	1.527841942	-1.091149404	0.275207147	0.940365157	PL	PL0
GH111	1.659871413	4.231933505	3.934513805	1.075592491	0.282109547	0.940365157	GH	GH0
GH15	6475.704973	0.167280482	0.167417652	0.999180668	0.317707179	0.942729731	GH	GH0
GH36	2997.071468	0.254529126	0.245824051	1.03541181	0.300476633	0.942729731	GH	GH0
GH9	2981.950968	0.180433458	0.171678076	1.050998837	0.293259124	0.942729731	GH	GH0
GH65	2548.327388	0.241864949	0.239486895	1.009929787	0.31252893	0.942729731	GH	GH0
GH116	624.4630068	0.252585284	0.23944098	1.054895799	0.291472984	0.942729731	GH	GH0
GH43_3	594.6171899	-0.506341362	0.484040804	-1.04607165	0.295527953	0.942729731	GH	GH0
GH13_31	527.4723809	-0.377007375	0.352689527	-1.068949731	0.285092321	0.942729731	GH	GH0
GH128	537.2739628	0.248158335	0.238997737	1.038329224	0.299116808	0.942729731	GH	GH0
GH13_15	361.5147061	0.388550602	0.387281321	1.003277413	0.315727031	0.942729731	GH	GH0
GH43_36	303.0867698	0.379470976	0.374777297	1.012523916	0.311287618	0.942729731	GH	GH0
GH43_9	275.5505137	-0.464280959	0.460515608	-1.008176382	0.313369794	0.942729731	GH	GH0
GH117	156.8846819	-0.364140989	0.364667259	-0.998556846	0.318009414	0.942729731	GH	GH0
PL20	115.0300651	-0.479627429	0.482089863	-0.994892168	0.319788713	0.942729731	PL	PL0
GH43_15	24.072144	0.933331257	0.896719915	1.040828068	0.297955351	0.942729731	GH	GH0
GH96	16.15816356	-1.269479512	1.245642788	-1.019136083	0.308138366	0.942729731	GH	GH0
AA5_1	4.838088416	1.999164072	1.932197543	1.034658221	0.300828554	0.942729731	AA	AA0
GH22	3.382670394	2.207450586	2.108672894	1.046843535	0.295171748	0.942729731	GH	GH0
GH13_41	3.049345271	2.880512067	2.837440801	1.015179617	0.310020215	0.942729731	GH	GH0
CBM17	1.505014009	-3.966849843	3.935389022	-1.007994336	0.313457182	0.942729731	CBM	CBM0
CBM19	1.421517307	4.005021281	3.93922028	1.016704067	0.30929423	0.942729731	CBM	CBM0
GH43_33	142.6240134	-0.449861052	0.456291348	-0.985907476	0.324178518	0.944748823	GH	GH0
CBM60	87.10730058	0.524770173	0.530652967	0.988914047	0.322705197	0.944748823	CBM	CBM0
CE1	51354.03612	0.137766182	0.14964651	0.92061072	0.357253703	0.956797281	CE	CE0
GT4	48263.7497	0.093075673	0.149637778	0.622006515	0.533937584	0.956797281	GT	GT0
GT2	40503.90312	0.052583979	0.15013012	0.350256026	0.726146564	0.956797281	GT	GT0
AA3	27745.8419	0.113422026	0.161076543	0.704149865	0.481339449	0.956797281	AA	AA0
GT83	17025.50192	-0.068559304	0.148641265	-0.461240046	0.644626393	0.956797281	GT	GT0
AA7	16594.6491	0.126285864	0.163773587	0.771100308	0.440647478	0.956797281	AA	AA0
GH109	14823.74443	0.100654265	0.179174652	0.56176621	0.574275317	0.956797281	GH	GH0
GH2	11693.21869	-0.062209611	0.192402937	-0.323329843	0.746445455	0.956797281	GH	GH0
GH3	10373.80044	0.051787321	0.15556687	0.332894282	0.739214086	0.956797281	GH	GH0
CE3	8883.912052	0.076353746	0.166513571	0.458543681	0.646561888	0.956797281	CE	CE0
GH23	8583.162535	-0.080377328	0.165593378	-0.48538975	0.627399902	0.956797281	GH	GH0
GH13_11	8218.99624	0.113128056	0.171081201	0.661253573	0.50844971	0.956797281	GH	GH0
AA4	8072.104338	0.062552318	0.182088144	0.343527682	0.731201519	0.956797281	AA	AA0
AA3_2	8065.326251	0.145944047	0.237621601	0.614186786	0.539091904	0.956797281	AA	AA0
GT51	7909.213673	0.058171062	0.188747243	0.308195557	0.757933533	0.956797281	GT	GT0
GH78	5988.759619	-0.108743295	0.185056272	-0.587622859	0.556785464	0.956797281	GH	GH0
GT20	6020.788495	0.088161481	0.166098003	0.530779898	0.595571311	0.956797281	GT	GT0
GH10	5237.530918	0.10408711	0.182753474	0.569549285	0.568983434	0.956797281	GH	GH0
GH16	5126.07814	0.104073288	0.202610882	0.513660898	0.607489095	0.956797281	GH	GH0
AA5	4902.953558	-0.190515033	0.21256986	-0.896246686	0.370121026	0.956797281	AA	AA0
GH13_9	4973.518734	0.151002036	0.172291723	0.876432331	0.380795049	0.956797281	GH	GH0
GH31	4619.543992	0.064200129	0.171476853	0.374395309	0.708110233	0.956797281	GH	GH0
AA2	4612.784366	0.163677614	0.174380537	0.938623177	0.347924249	0.956797281	AA	AA0
GH13_10	4355.427787	0.093442443	0.161193244	0.579692058	0.5621223	0.956797281	GH	GH0
GH127	4304.48722	0.154117395	0.183394024	0.840362142	0.400705369	0.956797281	GH	GH0
GH77	3741.374141	0.110164983	0.202808894	0.543196012	0.586994852	0.956797281	GH	GH0
GT9	3616.436667	-0.133198153	0.161814612	-0.823152814	0.410421098	0.956797281	GT	GT0
CBM32	3140.029518	-0.090273071	0.218726216	-0.412721772	0.679810472	0.956797281	CBM	CBM0
GT39	2756.18963	0.136581981	0.185419104	0.736612238	0.461358191	0.956797281	GT	GT0
GH87	2737.616136	0.167516443	0.30473216	0.54971698	0.582513509	0.956797281	GH	GH0
GH13_26	2641.584523	0.065980237	0.199600862	0.330560883	0.740976198	0.956797281	GH	GH0
GH13_23	2506.542833	-0.125858382	0.225888532	-0.557170306	0.577411075	0.956797281	GH	GH0
GH42	2452.242825	0.194294515	0.246701637	0.787568812	0.430948964	0.956797281	GH	GH0
GH55	2420.395222	0.179759588	0.251542926	0.714627881	0.474839012	0.956797281	GH	GH0
CBM13	2396.265692	0.318201112	0.33500959	0.949826873	0.342200229	0.956797281	CBM	CBM0
GH130	2408.320912	0.135714434	0.166851904	0.813382594	0.415998736	0.956797281	GH	GH0
GH29	2214.82935	-0.193816961	0.209736398	-0.924097883	0.355435356	0.956797281	GH	GH0
GH6	2175.30771	0.149023634	0.308983529	0.482302841	0.629590829	0.956797281	GH	GH0
GH13_3	2130.969718	0.072267237	0.227175843	0.31811145	0.750400398	0.956797281	GH	GH0
CE15	2162.077115	0.164598976	0.217872027	0.75548467	0.449958227	0.956797281	CE	CE0
GH8	2096.783526	-0.148809234	0.20602311	-0.722293895	0.470113806	0.956797281	GH	GH0
GT26	2079.71008	0.147363571	0.174148469	0.846195041	0.397443948	0.956797281	GT	GT0
GH144	2004.062779	0.079833607	0.218030544	0.366157904	0.714247252	0.956797281	GH	GH0
CBM9	1954.083474	-0.201104391	0.228005933	-0.882013848	0.377769319	0.956797281	CBM	CBM0
PL9	1907.393101	-0.062863465	0.1967229	-0.319553367	0.74930693	0.956797281	PL	PL0
GT94	1810.584388	0.098376008	0.190020733	0.517711971	0.604659245	0.956797281	GT	GT0
GH119	1726.052927	0.157447936	0.209245141	0.752456831	0.451776381	0.956797281	GH	GH0
GH25	1724.942564	-0.12241642	0.231049988	-0.52982656	0.596232189	0.956797281	GH	GH0
GH30	1574.969161	-0.119347169	0.284812146	-0.419038199	0.675188215	0.956797281	GH	GH0
GT89	1594.077045	-0.14911062	0.193593228	-0.770226423	0.441165593	0.956797281	GT	GT0
GH141	1584.472721	0.091087133	0.250872319	0.363081639	0.7165439	0.956797281	GH	GH0
GH133	1570.981679	0.123588421	0.214243093	0.576860699	0.564033561	0.956797281	GH	GH0
GH102	1551.70699	0.133509564	0.265759205	0.502370423	0.61540698	0.956797281	GH	GH0
GH38	1484.202816	-0.138385396	0.235595521	-0.58738551	0.556944823	0.956797281	GH	GH0
GH28	1466.808287	-0.226316933	0.278040274	-0.813971764	0.415661127	0.956797281	GH	GH0
PL11	1450.486184	0.154546687	0.248234505	0.622583422	0.533558308	0.956797281	PL	PL0
GH4	1441.792248	-0.114984584	0.196493986	-0.585181185	0.558425895	0.956797281	GH	GH0
GH26	1315.134588	0.070585086	0.210015481	0.33609468	0.73679947	0.956797281	GH	GH0
CBM67	1277.594103	-0.222571899	0.232905115	-0.955633366	0.339257498	0.956797281	CBM	CBM0
GT8	1273.668918	-0.088115211	0.228814617	-0.385094325	0.700167532	0.956797281	GT	GT0
GH73	1250.249806	0.112292608	0.214924524	0.522474618	0.601339914	0.956797281	GH	GH0
GH35	1121.167789	0.139178827	0.220603554	0.630900202	0.52810578	0.956797281	GH	GH0
AA10	1075.344073	0.207110325	0.433132115	0.478168942	0.632529966	0.956797281	AA	AA0
GH115	1063.928009	-0.135739948	0.240442041	-0.564543322	0.572384426	0.956797281	GH	GH0
CBM44	975.2220234	0.07291	0.220092347	0.331270036	0.740440523	0.956797281	CBM	CBM0
GH5_2	909.9575269	-0.099258906	0.270202295	-0.367350346	0.713357704	0.956797281	GH	GH0
CE2	905.0465296	0.201768185	0.246886697	0.81725013	0.4137855	0.956797281	CE	CE0
GH138	838.5190641	-0.234153395	0.268419752	-0.872340403	0.383022702	0.956797281	GH	GH0
GH37	819.7137781	-0.142331179	0.272539669	-0.522240228	0.60150308	0.956797281	GH	GH0
GH12	771.3458254	-0.185730756	0.274366967	-0.67694285	0.498442216	0.956797281	GH	GH0
CE8	776.3958784	0.076049519	0.245584015	0.309668035	0.756813413	0.956797281	CE	CE0
GH113	752.63183	0.083944666	0.210857943	0.398110051	0.690549066	0.956797281	GH	GH0
CBM40	750.2611195	-0.06809745	0.204212837	-0.333463122	0.738784722	0.956797281	CBM	CBM0
GH81	729.8872002	0.174073479	0.272488223	0.638829366	0.522933942	0.956797281	GH	GH0
GH5_13	716.9393196	0.112558264	0.246916409	0.455855745	0.648493715	0.956797281	GH	GH0
GH13_13	709.6646871	-0.122144139	0.277028422	-0.440908332	0.659279361	0.956797281	GH	GH0
GH43_29	688.2720521	0.12368476	0.288802574	0.428267512	0.668456369	0.956797281	GH	GH0
GH53	685.3903306	0.125512453	0.246725255	0.508713439	0.610953101	0.956797281	GH	GH0
CE13	666.127401	0.147729952	0.294661924	0.501354061	0.616121964	0.956797281	CE	CE0
GT25	671.5446355	0.266127884	0.295205353	0.901500874	0.367322069	0.956797281	GT	GT0
GH43_5	638.4476272	-0.181238766	0.264909745	-0.684152883	0.493878631	0.956797281	GH	GH0
GH54	630.0587308	0.238446163	0.339627889	0.702080631	0.482628881	0.956797281	GH	GH0
GH5_7	629.8288043	-0.15686061	0.237543136	-0.660345792	0.50903195	0.956797281	GH	GH0
GH99	600.3709094	-0.194258525	0.224318347	-0.865994813	0.386493006	0.956797281	GH	GH0
GT84	596.3308543	0.179272779	0.249328405	0.719022684	0.472126943	0.956797281	GT	GT0
GH43_30	566.2679841	-0.356601169	0.465440233	-0.766158884	0.443581769	0.956797281	GH	GH0
GH17	587.7720413	-0.152557708	0.313638571	-0.486412458	0.62667476	0.956797281	GH	GH0
AA3_3	591.4152186	-0.204987241	0.286616867	-0.715196014	0.474487932	0.956797281	AA	AA0
GH125	562.1248404	-0.249385904	0.44916056	-0.55522663	0.578739656	0.956797281	GH	GH0
CE6	536.8158506	-0.25021693	0.315844017	-0.792216778	0.428234287	0.956797281	CE	CE0
PL9_2	510.8552665	-0.178119762	0.28426889	-0.626589009	0.530928675	0.956797281	PL	PL0
GH43_10	493.2894724	-0.212390534	0.310850255	-0.683256746	0.494444621	0.956797281	GH	GH0
GH145	471.733046	-0.233546511	0.328036481	-0.711952861	0.476493967	0.956797281	GH	GH0
GH13_20	440.4686385	0.191500601	0.3081072	0.621538871	0.534245127	0.956797281	GH	GH0
GH5_25	440.4358847	-0.219275865	0.244661204	-0.896242891	0.370123053	0.956797281	GH	GH0
PL12_3	440.3691796	-0.110762629	0.313561459	-0.353240572	0.723908094	0.956797281	PL	PL0
GT46	433.551216	-0.14221115	0.300879201	-0.472651979	0.636461492	0.956797281	GT	GT0
GT70	410.1964227	-0.18838118	0.302425011	-0.622902118	0.533348846	0.956797281	GT	GT0
PL12	403.3010948	-0.122061462	0.268539363	-0.454538436	0.649441334	0.956797281	PL	PL0
CBM22	388.8739428	-0.10744371	0.3377754	-0.31809217	0.750415023	0.956797281	CBM	CBM0
GH108	366.5634284	-0.157976917	0.37470164	-0.421607222	0.673311734	0.956797281	GH	GH0
GH13_2	379.4310253	0.173122037	0.338875612	0.510871928	0.609440739	0.956797281	GH	GH0
GH45	367.359387	-0.219698838	0.274128897	-0.801443554	0.422874909	0.956797281	GH	GH0
GH84	358.9321597	0.1098783	0.281995137	0.38964608	0.696798273	0.956797281	GH	GH0
PL6	346.5145276	-0.145316245	0.270273243	-0.537664191	0.590808905	0.956797281	PL	PL0
CBM11	335.2425783	-0.169043807	0.336186828	-0.50282698	0.615085923	0.956797281	CBM	CBM0
GH43_24	326.2660403	-0.321670655	0.444477922	-0.723704463	0.469247193	0.956797281	GH	GH0
GH43_7	352.3801143	0.733900142	0.902450418	0.81323043	0.416085955	0.956797281	GH	GH0
GH5_39	328.192599	-0.208044073	0.32860578	-0.633111424	0.526660883	0.956797281	GH	GH0
