otu_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	id	color
GH5_16	3.430659598	5.181548695	3.169489395	1.634821275	0.102086519	0.391335848	GH	GH0
GH30_5	454.7755861	-0.937493451	0.584425419	-1.604128467	0.108685738	0.400166174	GH	GH0
PL11_1	52.53333953	-1.843077107	1.150422145	-1.602087646	0.109136229	0.400166174	PL	PL0
GH5_12	81.22199597	1.519270781	0.95348039	1.59339489	0.111071631	0.401317208	GH	GH0
GT3	34.92878967	-1.875003611	1.175513601	-1.595050547	0.110700933	0.401317208	GT	GT0
CBM30	80.49666739	1.648534883	1.043032891	1.580520516	0.113987712	0.405927465	CBM	CBM0
CBM11	7.991866098	3.438935351	2.171995569	1.583306799	0.113351554	0.405927465	CBM	CBM0
GH121	1652.518395	-0.858588455	0.551581644	-1.556593598	0.119567005	0.412983265	GH	GH0
GT29	652.6854677	-0.763273177	0.488256217	-1.563263613	0.117990603	0.412983265	GT	GT0
GT11	184.2275154	-1.428042355	0.921222708	-1.550159741	0.12110318	0.412983265	GT	GT0
GH70	133.1205781	1.182047326	0.761259176	1.55275281	0.1204822	0.412983265	GH	GH0
PL14_3	34.17590045	-2.424473038	1.561572126	-1.55258473	0.120522376	0.412983265	PL	PL0
CBM70	25.09096123	-2.786602407	1.801033428	-1.547224146	0.121809205	0.412983265	CBM	CBM0
GH82	4.328190027	5.519186492	3.52714787	1.564773209	0.117636096	0.412983265	GH	GH0
GH13_40	93.81166693	-1.285774427	0.836119399	-1.537788059	0.124100444	0.417889251	GH	GH0
PL6_1	1233.030608	-1.237756614	0.808460194	-1.531005019	0.125768152	0.420643482	PL	PL0
GT101	195.3960446	-1.288525491	0.843744514	-1.527151252	0.126723405	0.420993862	GT	GT0
GH67	2495.307153	0.73950795	0.487715923	1.516267801	0.12945165	0.427190445	GH	GH0
GH5_48	624.3225845	-1.276748235	0.845548453	-1.509964605	0.131052456	0.427450443	GH	GH0
GH30_8	200.0602567	1.345073316	0.891271937	1.509161526	0.13125751	0.427450443	GH	GH0
GH65	4833.55554	-0.573657589	0.382609002	-1.499331135	0.133787749	0.43003205	GH	GH0
GH130	2490.514495	0.779900703	0.519039792	1.502583646	0.132946443	0.43003205	GH	GH0
GH85	87.49857958	-1.621599704	1.085222414	-1.494255632	0.135108817	0.431476544	GH	GH0
GH30_2	71.35321364	-1.082052061	0.733775017	-1.47463737	0.140310062	0.445214621	GH	GH0
CBM66	1155.435185	-0.950611066	0.656789618	-1.447360067	0.147796104	0.46492343	CBM	CBM0
PL1_9	8.004960355	-3.358001688	2.32354404	-1.445206818	0.148399802	0.46492343	PL	PL0
GH77	5384.172422	0.668521559	0.467880315	1.428830275	0.153053022	0.467662011	GH	GH0
GH88	2629.968821	0.718074624	0.502324847	1.429502498	0.152859857	0.467662011	GH	GH0
GH13_15	183.1400527	-1.122012436	0.784554827	-1.430126228	0.152680794	0.467662011	GH	GH0
PL2_1	11.07342689	2.824062206	1.970183165	1.433400841	0.151743318	0.467662011	PL	PL0
CBM68	30.76259679	2.319043239	1.639846118	1.414183449	0.157308046	0.477714619	CBM	CBM0
CBM46	16.67573848	-1.691068411	1.198956264	-1.410450457	0.158406715	0.47811783	CBM	CBM0
GH8	2657.226317	1.046449239	0.745725854	1.403262653	0.160538531	0.481615592	GH	GH0
GH114	1210.060966	-0.670496637	0.482286131	-1.390246566	0.164454017	0.482183269	GH	GH0
GH43_35	271.3663249	1.328298459	0.960237769	1.383301618	0.166572402	0.482183269	GH	GH0
PL12	216.1833132	0.730851083	0.524823292	1.392566021	0.163751064	0.482183269	PL	PL0
GH113	205.5005198	0.719397088	0.517956661	1.388913673	0.164859002	0.482183269	GH	GH0
GH79	35.0000159	-1.539344025	1.102252471	-1.396543955	0.162550754	0.482183269	GH	GH0
GT31	24.81053567	-1.514913738	1.092670035	-1.386432948	0.165614742	0.482183269	GT	GT0
GH3	13467.31756	-0.529022678	0.403089801	-1.312418913	0.189378829	0.487603005	GH	GH0
GH33	5523.665528	-0.613477317	0.470367942	-1.304249847	0.192148409	0.487603005	GH	GH0
GT35	5165.096996	0.712733614	0.530794216	1.342768238	0.179347031	0.487603005	GT	GT0
GT1	4160.156195	0.556910312	0.424252102	1.312687219	0.189288366	0.487603005	GT	GT0
AA10	2075.897647	0.652241009	0.479501637	1.360247722	0.173751546	0.487603005	AA	AA0
GH43_1	1441.973858	0.865918972	0.649335414	1.333546506	0.182352525	0.487603005	GH	GH0
CBM67	1230.891984	-0.806185404	0.592524605	-1.36059397	0.173642038	0.487603005	CBM	CBM0
CE2	296.4891104	1.048291336	0.807201867	1.298673082	0.194056146	0.487603005	CE	CE0
PL1_6	323.9611203	-0.768762942	0.576453617	-1.333607632	0.182332481	0.487603005	PL	PL0
GH43_5	276.2549022	-0.744339171	0.563621257	-1.32063715	0.18662238	0.487603005	GH	GH0
GH43_8	209.958415	-1.501818942	1.14911519	-1.30693507	0.191234764	0.487603005	GH	GH0
GT66	199.381061	0.662022065	0.495906356	1.334973947	0.181884873	0.487603005	GT	GT0
AA9	202.6772701	-1.126163859	0.840651451	-1.339632326	0.180364909	0.487603005	AA	AA0
CBM8	120.6030128	1.181005615	0.899234862	1.313345006	0.18906672	0.487603005	CBM	CBM0
GH43_14	126.1377281	-0.896626789	0.667532991	-1.343194719	0.179208931	0.487603005	GH	GH0
AA1_3	85.56655217	0.926313676	0.686542959	1.349243574	0.177258743	0.487603005	AA	AA0
GH72	63.78228626	-1.108050344	0.817169887	-1.355960812	0.175111637	0.487603005	GH	GH0
GH13_1	53.83679643	-1.279558937	0.967598562	-1.322406819	0.186032719	0.487603005	GH	GH0
PL4_5	17.15881236	-1.700122323	1.307834585	-1.299952106	0.193617385	0.487603005	PL	PL0
PL3	15.75546502	1.835341572	1.409016305	1.302569435	0.192721799	0.487603005	PL	PL0
CBM14	12.40214543	-2.9366306	2.178214656	-1.348182371	0.177599733	0.487603005	CBM	CBM0
GH13_12	11.61998342	-2.586319147	1.962072629	-1.318156682	0.187451203	0.487603005	GH	GH0
PL3_1	7.844650697	-3.437338594	2.623549831	-1.310186128	0.190132877	0.487603005	PL	PL0
GH13_41	3.364204859	-5.234630663	3.874235944	-1.351138841	0.176650961	0.487603005	GH	GH0
PL12_1	3.079371458	-5.106621652	3.921561888	-1.302190759	0.192851183	0.487603005	PL	PL0
PL7_4	2.575102982	4.766750202	3.523003095	1.353036053	0.176044113	0.487603005	PL	PL0
GH43_20	3.021388843	-5.079662883	3.92184056	-1.295224221	0.195242892	0.488107229	GH	GH0
GH13_5	1200.778945	1.106957816	0.862026022	1.284135035	0.199094711	0.49326408	GH	GH0
CE6	510.5084638	0.639482515	0.498213023	1.283552388	0.199298618	0.49326408	CE	CE0
PL8_3	324.2729154	1.202643988	0.943368771	1.274839728	0.202365976	0.493453981	PL	PL0
CBM42	15.73375939	1.654241673	1.293842465	1.278549528	0.201055733	0.493453981	CBM	CBM0
GH5_47	6.859631774	2.489399402	1.951399585	1.275699462	0.202061779	0.493453981	GH	GH0
GH43_12	2124.760693	0.671439706	0.530175979	1.266446864	0.205353142	0.494538992	GH	GH0
GH27	786.284473	-0.811395305	0.643923557	-1.26008017	0.207640443	0.494538992	GH	GH0
GH145	400.5427956	-0.654630684	0.519704677	-1.259620536	0.207806284	0.494538992	GH	GH0
PL7	13.20886588	2.469600267	1.950531573	1.26611653	0.205471365	0.494538992	PL	PL0
GH43_25	2.787148547	-4.962312746	3.923115898	-1.264890683	0.205910518	0.494538992	GH	GH0
GT40	3.879562282	3.366297536	2.68221684	1.255043025	0.209463142	0.496096914	GT	GT0
CBM36	2.685678971	-4.909802632	3.923720892	-1.251312916	0.210820335	0.496933646	CBM	CBM0
GH10	4580.199491	-0.469913905	0.37704757	-1.246298721	0.212654747	0.49888199	GH	GH0
GT99	320.3994272	-0.825274864	0.668499415	-1.234518454	0.217009775	0.500534093	GT	GT0
PL8	86.92223822	-0.799839905	0.646120868	-1.237910654	0.215749192	0.500534093	PL	PL0
PL9_3	39.7601051	1.137138386	0.922376323	1.23283562	0.217637099	0.500534093	PL	PL0
GT38	10.78820105	2.392193411	1.943681166	1.230754021	0.218414877	0.500534093	GT	GT0
GH118	6.472069	2.416931224	1.952379317	1.23794142	0.215737783	0.500534093	GH	GH0
GH143	247.3398065	0.929510795	0.756901207	1.228047712	0.219429058	0.500540938	GH	GH0
GH5_27	2.617076795	4.795289817	3.92336527	1.222238942	0.221617281	0.503213552	GH	GH0
GH42	4656.590414	-0.526839827	0.432991126	-1.216745091	0.223701217	0.503327739	GH	GH0
GT95	2.451438676	-4.776946307	3.925353178	-1.216946881	0.223624427	0.503327739	GT	GT0
GH43_27	25.16505025	-1.415691294	1.169792796	-1.210206884	0.226199517	0.506645978	GH	GH0
PL1_3	2.10209457	4.476012804	3.774825859	1.185753455	0.235719678	0.525591173	PL	PL0
GH117	394.6674118	0.876678536	0.744067902	1.178223834	0.238707383	0.529866165	GH	GH0
CE14	5089.93283	-0.496205542	0.432242239	-1.147980223	0.250976728	0.549815142	CE	CE0
GH51	4919.748014	-0.517156307	0.460042249	-1.124149595	0.260949569	0.549815142	GH	GH0
GT56	1301.352556	0.892822792	0.784320543	1.138339165	0.254978886	0.549815142	GT	GT0
GH13_18	1013.521697	0.938065257	0.828822508	1.131804757	0.257716527	0.549815142	GH	GH0
GT32	376.1563263	0.726202514	0.639416294	1.135727258	0.256070729	0.549815142	GT	GT0
GT87	308.4392703	0.596180419	0.528789786	1.127443143	0.259555167	0.549815142	GT	GT0
GT50	26.13715099	1.286112795	1.147509562	1.120786125	0.262378912	0.549815142	GT	GT0
GH132	22.49027175	-1.26812674	1.106511821	-1.146058014	0.251771148	0.549815142	GH	GH0
GH5_24	13.92329767	-1.875374595	1.676250348	-1.118791472	0.263229111	0.549815142	GH	GH0
GH5_51	12.32001112	2.061551595	1.847011037	1.116155536	0.264355563	0.549815142	GH	GH0
GH43_6	10.60777602	-1.803121713	1.603942234	-1.124181204	0.260936161	0.549815142	GH	GH0
GT74	11.27823155	2.850172452	2.54928937	1.118026257	0.263555779	0.549815142	GT	GT0
GT44	2.093661436	4.474674773	3.92748327	1.139323701	0.254568167	0.549815142	GT	GT0
CBM26	2.028754882	-4.505035986	3.929198647	-1.146553379	0.251566254	0.549815142	CBM	CBM0
CBM71	2.014259229	-4.494956167	3.929355523	-1.143942344	0.252647549	0.549815142	CBM	CBM0
GH13_26	4956.752189	0.497660091	0.453070653	1.098416082	0.272022843	0.561040439	GH	GH0
CE15	418.71719	0.636434178	0.591157791	1.076589343	0.281663767	0.561040439	CE	CE0
CBM13	372.061085	0.714792016	0.650588068	1.098686021	0.271905042	0.561040439	CBM	CBM0
GH48	370.4839617	-0.891154931	0.815586495	-1.09265533	0.27454516	0.561040439	GH	GH0
GH17	175.6884173	0.686937969	0.627757754	1.094272375	0.273835537	0.561040439	GH	GH0
GH44	46.66223466	1.189753469	1.098728697	1.082845539	0.278876988	0.561040439	GH	GH0
CBM43	15.73259671	-1.568608935	1.445960742	-1.084821247	0.278000833	0.561040439	CBM	CBM0
PL17	8.527098118	1.669607717	1.552625322	1.075344897	0.282220342	0.561040439	PL	PL0
CBM18	1.678549357	-4.232071869	3.933856389	-1.075807414	0.282013396	0.561040439	CBM	CBM0
GT80	1.678549357	-4.232071869	3.933856389	-1.075807414	0.282013396	0.561040439	GT	GT0
PL7_5	1.693045011	-4.244098067	3.933632217	-1.078925998	0.280620718	0.561040439	PL	PL0
AA7	13380.6838	-0.388520689	0.365560658	-1.062807718	0.287869159	0.568636631	AA	AA0
GH142	589.0953225	0.606014927	0.570757793	1.061772497	0.288338978	0.568636631	GH	GH0
GT55	13.28992244	1.754049567	1.663466688	1.054454279	0.291674983	0.572933002	GT	GT0
CBM4	149.743792	0.663714996	0.632062584	1.050077971	0.293682266	0.574595738	CBM	CBM0
PL6	1091.3901	-0.717582646	0.687230726	-1.044165546	0.296408804	0.57764708	PL	PL0
GT6	9.926509153	3.115496986	3.016866244	1.032693111	0.301747539	0.583697435	GT	GT0
GT24	9.403858302	2.199760873	2.132377127	1.031600295	0.302259402	0.583697435	GT	GT0
PL14	9.331014603	2.150682341	2.088218113	1.029912694	0.303050991	0.583697435	PL	PL0
GH97	3697.067741	0.589705765	0.574711684	1.026089746	0.304849283	0.584885253	GH	GH0
GH5_30	1.519839129	4.008676599	3.9353478	1.018633372	0.308377055	0.589369275	GH	GH0
GT21	3560.227082	0.598782886	0.589535188	1.015686423	0.309778735	0.589771054	GT	GT0
PL17_1	1.400822101	-3.969146469	3.939250993	-1.007589127	0.313651751	0.594856769	PL	PL0
CBM48	1081.997993	0.392050217	0.390558795	1.003818687	0.315466015	0.596014037	CBM	CBM0
GH5_2	144.5589215	0.775759919	0.780239202	0.994259091	0.320096746	0.602463458	GH	GH0
GH14	7.366188906	-1.812436302	1.845914165	-0.981863803	0.32616695	0.611563032	GH	GH0
AA3_4	624.5244046	-0.534378293	0.549090005	-0.973207104	0.330450381	0.617256371	AA	AA0
GH13_27	1.308538398	3.800454911	3.939763144	0.964640455	0.334724929	0.622890376	GH	GH0
PL1_10	4.465666821	-2.519413293	2.633913332	-0.956528547	0.338805269	0.628122127	PL	PL0
CE7	7568.91801	-0.39863955	0.423243233	-0.941868692	0.346259871	0.633954929	CE	CE0
GT46	353.4904215	0.643519611	0.681496184	0.944274709	0.345029287	0.633954929	GT	GT0
GH98	39.64148999	3.40116145	3.617182096	0.9402793	0.347074314	0.633954929	GH	GH0
GH43_16	1.25813145	3.735005675	3.941286493	0.947661552	0.34330178	0.633954929	GH	GH0
GH47	305.5950863	0.539381941	0.576544787	0.935542135	0.34950898	0.636054944	GH	GH0
GT41	29465.12819	0.353634372	0.380023689	0.930558759	0.352081856	0.638390178	GT	GT0
GT5	6707.812827	0.34733959	0.375364859	0.925338589	0.354789812	0.640952397	GT	GT0
GH25	3857.146486	-0.359215877	0.398911819	-0.900489431	0.367859847	0.658135446	GH	GH0
CBM1	1.050616575	-3.553769712	3.950032245	-0.89968119	0.368289936	0.658135446	CBM	CBM0
GH5_44	1.050616575	-3.553769712	3.950032245	-0.89968119	0.368289936	0.658135446	GH	GH0
CE16	2961.027107	-0.433037251	0.486286172	-0.890498796	0.373198115	0.660541936	CE	CE0
GH86	1.021625268	-3.515283873	3.951195559	-0.889676003	0.373639883	0.660541936	GH	GH0
GT93	1.02844805	-3.524454291	3.950915573	-0.892060138	0.372360699	0.660541936	GT	GT0
CE12	4319.294163	-0.38020757	0.429590165	-0.885047192	0.376131179	0.662579835	CE	CE0
GH9	1302.201841	0.427024226	0.484247167	0.881831129	0.377868135	0.663279173	GH	GH0
GH125	1288.079309	-0.461707037	0.535997432	-0.861397854	0.389018958	0.678043606	GH	GH0
PL10_1	6.118475995	1.814590726	2.102418812	0.863096694	0.388084306	0.678043606	PL	PL0
