otu_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	id	color
PL1_9	19.01519636	-2.823376602	0.94036734	-3.002418823	0.002678434	0.028067756	PL	PL1
GH5_10	5.766940467	-5.947924361	2.008057283	-2.962029226	0.003056188	0.031372703	GH	GH1
GH84	597.7458898	0.755225469	0.259666537	2.908443567	0.003632327	0.036541212	GH	GH1
PL1_7	5.990990409	-6.000721391	2.071169652	-2.897262127	0.003764351	0.037126833	PL	PL1
CBM43	10.08198427	-3.845055874	1.333069421	-2.88436282	0.003922066	0.037938446	CBM	CBM1
GH13_25	32.896642	-1.970634243	0.691276222	-2.850718977	0.00436205	0.041398327	GH	GH1
PL1_10	5.580523164	-5.89901873	2.077061002	-2.840079673	0.004510227	0.042011927	PL	PL1
GH5_46	778.2871012	0.774067628	0.273730932	2.827841279	0.004686303	0.042858375	GH	GH1
GH13_1	390.6330228	0.870409649	0.309211057	2.814937011	0.00487868	0.043493375	GH	GH1
GT73	367.8944841	-0.838867866	0.298353346	-2.81165898	0.004928673	0.043493375	GT	GT1
GT57	46.38808462	-1.928308006	0.689832533	-2.795327729	0.005184713	0.044963973	GT	GT1
GT29	59.65124302	-1.726028707	0.619185051	-2.787581362	0.005310312	0.045272658	GT	GT1
GH13_10	4618.622551	0.46208947	0.166322	2.778282305	0.005464712	0.0458125	GH	GH1
GH54	318.3025276	1.372639414	0.495067571	2.772630432	0.005560523	0.045851526	GH	GH1
AA2	5381.521617	0.503459659	0.182888297	2.752825995	0.005908329	0.047933701	AA	AA1
PL10	277.9230087	-1.013605609	0.369870844	-2.74043122	0.006135862	0.048989504	PL	PL1
PL11_1	84.96716196	-1.289021362	0.472538938	-2.727862742	0.006374613	0.049329695	PL	PL1
GH43_21	75.81610595	-1.621236871	0.594265842	-2.728134037	0.006369372	0.049329695	GH	GH1
GH130	2781.910778	0.463000033	0.174904314	2.647161873	0.008117049	0.061861751	GH	GH0
GH36	3286.258261	0.595556609	0.226079557	2.634278916	0.008431619	0.062369185	GH	GH0
CE2	620.4952449	0.679558869	0.257564653	2.638401115	0.008329799	0.062369185	CE	CE0
GT33	49.61638478	-1.622193592	0.617777622	-2.625853598	0.008643198	0.063007663	GT	GT0
GH133	878.123964	0.60584651	0.233711021	2.592289005	0.009533964	0.067768739	GH	GH0
PL4_1	87.83937575	-1.181498904	0.45597591	-2.591143254	0.009565766	0.067768739	PL	PL0
CE8	583.5976998	-0.729408972	0.282412298	-2.582780491	0.009800766	0.068469239	CE	CE0
GH13_11	8829.328954	0.430260762	0.16741163	2.570076891	0.010167594	0.070058904	GH	GH0
GT21	2715.900132	0.391019728	0.152524136	2.56365804	0.010357553	0.070401563	GT	GT0
GT3	133.2145943	-1.591406044	0.621884919	-2.559004079	0.010497251	0.070401563	GT	GT0
GH13_30	4054.848756	0.623983184	0.249652663	2.499405276	0.012440195	0.082334449	GH	GH0
AA1_1	109.6988153	1.2222653	0.495031628	2.46906507	0.013546658	0.085769315	AA	AA0
GH30_7	48.14792781	-1.280895477	0.519194175	-2.467083683	0.013621852	0.085769315	GH	GH0
GH5_27	17.15053889	-2.373385565	0.962219373	-2.466574287	0.013641243	0.085769315	GH	GH0
GT52	6.122429411	6.105191287	2.464593244	2.477159792	0.01324326	0.085769315	GT	GT0
GH13_15	350.6172031	0.952392695	0.387698	2.456532394	0.014028515	0.087115349	GH	GH0
GT35	6845.013294	0.401348677	0.164431308	2.440828829	0.014653598	0.089887318	GT	GT0
PL4_5	9.097111188	-2.98959828	1.228840185	-2.432861748	0.014980019	0.090782527	PL	PL0
GH115	1277.5584	-0.483499463	0.199345799	-2.425430917	0.015290226	0.090790741	GH	GH0
GH5_19	205.2831812	0.708016444	0.292062517	2.424194834	0.015342372	0.090790741	GH	GH0
GH13_31	774.4671401	-0.53716565	0.222643365	-2.412673072	0.015836017	0.092622285	GH	GH0
GH13_9	5582.356055	0.395932293	0.165179631	2.396980126	0.01653082	0.094488666	GH	GH0
PL11_2	112.6912448	-1.065764522	0.443895749	-2.400934285	0.016353273	0.094488666	PL	PL0
GH93	1302.42195	-0.656013648	0.275496876	-2.38120177	0.017256257	0.097526937	GH	GH0
GH13_20	580.4547105	0.641586522	0.272913065	2.350882402	0.018728952	0.103206356	GH	GH0
GH89	489.9317024	0.728646122	0.309628297	2.35329306	0.018607962	0.103206356	GH	GH0
GH13_8	32.6477013	-1.527393042	0.650520072	-2.347956824	0.018876709	0.103206356	GH	GH0
CE10	49458.41725	0.323198552	0.138805418	2.328428934	0.019889339	0.10757352	CE	CE0
GH57	1208.68068	0.495808992	0.214741526	2.308864063	0.020951126	0.112110811	GH	GH0
GH116	846.7788092	0.509939035	0.223561919	2.280974492	0.022549956	0.119396084	GH	GH0
GH77	3573.415322	0.417268366	0.184202967	2.265264083	0.023496479	0.123111758	GH	GH0
GH43_34	36.68321684	-1.495170292	0.661594764	-2.259948798	0.023824429	0.123543172	GH	GH0
PL3_1	35.03893161	-1.765298115	0.789883393	-2.234884454	0.025424935	0.130497373	PL	PL0
PL9_3	97.96512261	-1.067720119	0.479771392	-2.225476837	0.026049244	0.132351211	PL	PL0
CE1	51453.21495	0.333254055	0.152528011	2.18487117	0.028898294	0.13976771	CE	CE0
CE5	3222.967389	1.340015245	0.612373959	2.188230289	0.028652832	0.13976771	CE	CE0
GT39	2632.313239	0.426413367	0.193954394	2.198523882	0.027911795	0.13976771	GT	GT0
GH131	35.27886397	-1.932806474	0.881532581	-2.19255251	0.028339636	0.13976771	GH	GH0
GH13_28	4.677956542	-5.646903231	2.577995171	-2.190424286	0.02849348	0.13976771	GH	GH0
GT55	78.20305639	1.337687602	0.613987162	2.178689856	0.029354716	0.140623067	GT	GT0
GH62	390.705558	0.771975068	0.355002198	2.174564194	0.02966279	0.140758334	GH	GH0
GT13	78.70739915	1.030318318	0.47595861	2.164722514	0.030408942	0.142950446	GT	GT0
GH13_33	470.2102976	0.64177381	0.298583921	2.149391728	0.031603361	0.146530786	GH	GH0
CBM3	34.84612799	1.387691123	0.64618796	2.147503836	0.031753192	0.146530786	CBM	CBM0
GH96	14.83397488	-2.112306973	0.985894897	-2.142527544	0.032151055	0.147018004	GH	GH0
GH102	2088.478699	0.335634794	0.157307608	2.133620858	0.032873829	0.148968793	GH	GH0
GH43_1	594.803381	-0.719266951	0.341006234	-2.109248689	0.034923121	0.156842232	GH	GH0
CE7	7278.687972	0.306819794	0.147976061	2.073442102	0.038131154	0.169734252	CE	CE0
GT4	52402.49398	0.301025708	0.145972734	2.062205036	0.039188219	0.17159043	GT	GT0
GT26	2482.198061	0.360708032	0.174951357	2.061761834	0.039230416	0.17159043	GT	GT0
GH129	175.6745176	-1.073059742	0.5266703	-2.037441151	0.041605854	0.18041159	GH	GH0
PL5	354.9386506	0.576572143	0.28386601	2.031141885	0.042240604	0.181598493	PL	PL0
GT20	5910.972268	0.295998443	0.14598945	2.027533097	0.042607923	0.1816253	GT	GT0
GH121	1226.455231	-0.670209878	0.334105068	-2.005985373	0.044857809	0.188859716	GH	GH0
PL26	237.1539906	-0.76812111	0.383276214	-2.004092825	0.045060118	0.188859716	PL	PL0
GH43_17	121.6654965	-0.824896574	0.412316848	-2.000637563	0.045431462	0.188859716	GH	GH0
GT102	71.46068722	-1.08391382	0.543743918	-1.993427022	0.046214707	0.190540966	GT	GT0
GT23	149.2280079	1.122453423	0.564267592	1.989221851	0.046676721	0.190881225	GT	GT0
AA7	19245.47912	0.361221452	0.182921105	1.974739062	0.048297768	0.195917557	AA	AA0
PL15_1	6.963164018	-3.280032344	1.666304704	-1.968446909	0.049016639	0.197242956	PL	PL0
GH140	1306.080436	0.548893525	0.280251669	1.958573618	0.050162742	0.198676056	GH	GH0
GH64	448.2671391	0.620961944	0.316792924	1.960150928	0.049978152	0.198676056	GH	GH0
PL1_6	242.3548586	-0.530441883	0.271749094	-1.951954555	0.0509436	0.199141782	PL	PL0
GH43_4	131.4370814	-0.739817409	0.379223754	-1.950873071	0.051072147	0.199141782	GH	GH0
GH65	3690.76148	0.422693465	0.219616048	1.924692973	0.05426778	0.209974565	GH	GH0
AA3	29595.63988	0.278248468	0.145285686	1.915181569	0.055469352	0.212985375	AA	AA0
GT104	172.2896219	-0.771984787	0.404328884	-1.909299132	0.056223514	0.214245664	GT	GT0
GT59	105.3923812	-0.847677204	0.446909738	-1.896752592	0.057860599	0.216053255	GT	GT0
GH5_11	16.28638792	-1.984677093	1.0468809	-1.89580027	0.05798646	0.216053255	GH	GH0
CBM1	2.861195347	-4.937174659	2.600107918	-1.898834515	0.057586238	0.216053255	CBM	CBM0
GH38	2165.812366	0.36812661	0.195363748	1.884313816	0.05952254	0.21853896	GH	GH0
GT99	90.50431158	-1.164105661	0.616761812	-1.887447697	0.059100135	0.21853896	GT	GT0
CE12	1097.615217	-0.476203819	0.254759897	-1.869225984	0.061591381	0.224496119	CE	CE0
CE14	5176.763787	0.399173027	0.215919843	1.848709324	0.064499797	0.230810884	CE	CE0
GH92	4872.256913	-0.348591776	0.188194991	-1.852290398	0.063984134	0.230810884	GH	GH0
GH5_5	349.6171136	-0.569292423	0.308171711	-1.847322136	0.064700467	0.230810884	GH	GH0
GH15	7398.978785	0.371707797	0.202563057	1.835022644	0.066502334	0.235568128	GH	GH0
GH13_14	10.36369895	-2.28907258	1.250767089	-1.830134962	0.06722976	0.236479506	GH	GH0
GH42	2726.225492	0.41942929	0.229879436	1.82456203	0.068067148	0.237762328	GH	GH0
CE3	8631.29858	0.273761983	0.150631327	1.817430603	0.069151205	0.238284644	CE	CE0
GH43_2	119.1651967	-0.793120396	0.436416808	-1.817346126	0.069164131	0.238284644	GH	GH0
PL1_8	2.58502796	-4.789699724	2.664035084	-1.797911654	0.072191009	0.247020936	PL	PL0
AA6	4801.864333	0.292231899	0.163364869	1.788829518	0.073642276	0.250263129	AA	AA0
GH13_2	532.9506893	-0.667085247	0.373552344	-1.785787874	0.074133611	0.250263129	GH	GH0
GH145	266.6175782	-0.518105851	0.291803285	-1.775531249	0.075810211	0.253731085	GH	GH0
GH13_12	8.290866158	-2.829423735	1.59551949	-1.773355795	0.076169769	0.253731085	GH	GH0
PL27	40.37843031	-1.309375363	0.740903992	-1.767267253	0.077183481	0.255416389	PL	PL0
GT71	83.13819234	-1.034055013	0.59006262	-1.752449619	0.079696526	0.260307483	GT	GT0
PL10_3	35.5035548	1.294076189	0.737833083	1.753887456	0.079449793	0.260307483	PL	PL0
CE15	1206.309937	0.379051552	0.221072109	1.714605944	0.086417498	0.280269492	CE	CE0
GH79	105.1284323	-0.654422325	0.382287383	-1.711859596	0.086922546	0.280269492	GH	GH0
GH5_39	315.5212432	0.419066191	0.24691645	1.697198344	0.089659168	0.285433934	GH	GH0
AA8	150.6937207	-0.589076349	0.346643861	-1.699370494	0.089249398	0.285433934	AA	AA0
PL10_2	228.2077864	-0.661264225	0.390448436	-1.693601928	0.090340951	0.285795588	PL	PL0
GT103	27.67703439	-1.249758787	0.740981714	-1.686625678	0.091675351	0.288204385	GT	GT0
GT89	765.0269669	0.487879346	0.290313594	1.680525321	0.092855152	0.288309515	GT	GT0
PL6_2	83.04922826	-0.74248669	0.441539045	-1.681587843	0.09264879	0.288309515	PL	PL0
GH13_3	2351.59196	0.334883494	0.201007725	1.666023003	0.095708833	0.29235595	GH	GH0
PL1_2	965.1642397	-0.467451671	0.281046059	-1.663256451	0.096261112	0.29235595	PL	PL0
PL9_2	386.494605	-0.504756937	0.303896892	-1.660948006	0.09672389	0.29235595	PL	PL0
GH5_42	52.91392629	1.025799425	0.619303532	1.656375868	0.097645725	0.29235595	GH	GH0
AA1_2	23.7315649	-1.388209689	0.837271716	-1.658015746	0.097314288	0.29235595	AA	AA0
GH86	2.25443915	-4.592538479	2.758386444	-1.664936575	0.09592541	0.29235595	GH	GH0
GH30_5	186.9288582	-0.713548617	0.432640316	-1.649288314	0.099088583	0.294920456	GH	GH0
GH13_39	2.786526344	4.966178368	3.024863233	1.641786086	0.100634344	0.297759264	GH	GH0
GH71	53.87462477	-0.992434691	0.607392239	-1.633927186	0.102274141	0.300565955	GH	GH0
CBM18	4.183429139	-3.387602687	2.076331798	-1.631532441	0.10277802	0.300565955	CBM	CBM0
CBM51	312.5890069	0.462865915	0.285191853	1.62299838	0.104589751	0.304096213	CBM	CBM0
GH37	858.0916859	-0.399377495	0.248195679	-1.609123479	0.107589344	0.311019771	GH	GH0
GH13_19	14.86765401	-1.771625842	1.109096319	-1.597359771	0.110185534	0.316704707	GH	GH0
CBM13	1513.853228	0.625722765	0.392583054	1.593860865	0.110967201	0.317139218	CBM	CBM0
GH13_16	4713.193289	0.317099579	0.199352564	1.590647108	0.111689016	0.31739873	GH	GH0
GH43_18	238.4988442	-0.647280553	0.407962178	-1.586619024	0.112598956	0.318186938	GH	GH0
GH6	1604.059051	0.416743988	0.263231681	1.583183249	0.113379703	0.318603301	GH	GH0
GH5_12	75.79176398	-0.883904378	0.560734016	-1.576334507	0.114948733	0.319443165	GH	GH0
CBM24	4.079772302	-3.517299319	2.229485399	-1.577628327	0.114651021	0.319443165	CBM	CBM0
GH141	1881.730049	0.37767299	0.241281406	1.56528013	0.11751724	0.324786658	GH	GH0
GT5	5783.948101	0.25407899	0.162613436	1.562472299	0.118176767	0.324824664	GT	GT0
CBM67	1278.50228	-0.385879346	0.249528805	-1.546432071	0.122000254	0.333511563	CBM	CBM0
GT90	237.7011566	0.698023381	0.45362787	1.538757709	0.123863458	0.334964082	GT	GT0
GT50	18.84575282	-1.531179333	0.994429598	-1.539756394	0.123619745	0.334964082	GT	GT0
GH5_44	5.809430412	-4.089925636	2.675795027	-1.528489886	0.126390953	0.339971387	GH	GH0
GT66	808.9280636	0.332234491	0.217943976	1.524403182	0.127408026	0.340884239	GT	GT0
CBM37	41.46624209	-0.897025598	0.590804159	-1.518312938	0.128935528	0.343145875	CBM	CBM0
GH5_13	965.1468478	0.33663447	0.22291351	1.510157326	0.131003285	0.343860941	GH	GH0
GH123	259.0567561	-0.596633174	0.395005831	-1.510441433	0.130930823	0.343860941	GH	GH0
CE13	235.7125954	-0.43223207	0.286403628	-1.509171071	0.131255071	0.343860941	CE	CE0
GH35	1383.710002	0.285585314	0.189842076	1.504330971	0.132496168	0.345313848	GH	GH0
PL22_2	115.6922718	-0.761289729	0.5094095	-1.494455304	0.135056656	0.348376912	PL	PL0
GT6	4.368668196	-3.627192944	2.426023221	-1.495118807	0.134883438	0.348376912	GT	GT0
AA10	833.2102401	0.553150773	0.373242334	1.482015095	0.138336278	0.355016062	AA	AA0
AA3_2	10045.37995	0.232263367	0.158058237	1.469479677	0.14170273	0.356382366	AA	AA0
PL12_3	478.1806931	0.343524348	0.233765304	1.469526668	0.141689994	0.356382366	PL	PL0
GT77	30.48260636	1.27728977	0.867320002	1.472685708	0.140835802	0.356382366	GT	GT0
GH43_37	10.76033484	-1.870769639	1.270332596	-1.47266129	0.14084239	0.356382366	GH	GH0
GT22	311.1151976	-0.512804566	0.351358768	-1.459489877	0.144430325	0.361435091	GT	GT0
CBM23	61.94755901	0.76121418	0.523562927	1.453911536	0.145970834	0.363481829	CBM	CBM0
GH51	4675.04792	0.222090283	0.154460887	1.437841562	0.150479014	0.372861793	GH	GH0
GH43_27	28.93652245	-1.010442937	0.70887348	-1.425420708	0.154035626	0.379803528	GH	GH0
GH8	1150.336499	0.337387204	0.237999674	1.417595235	0.156308972	0.383528844	GH	GH0
AA5_2	98.9384504	0.762620539	0.540135018	1.411907235	0.157977277	0.385740633	AA	AA0
GH110	350.2217362	-0.523846332	0.373816106	-1.401347676	0.161110131	0.391489835	GH	GH0
GH10	4111.235788	0.29156442	0.208472021	1.398578181	0.161939513	0.391613342	GH	GH0
GH108	445.3439172	0.405713337	0.291895053	1.389928789	0.164550503	0.396023458	GH	GH0
CBM2	719.4023829	1.051651714	0.769286211	1.367048699	0.171610042	0.410574967	CBM	CBM0
GH5_7	383.6887604	-0.400419316	0.293331218	-1.365075694	0.172229261	0.410574967	GH	GH0
CBM14	6.607364946	-2.548648389	1.876290364	-1.358344337	0.174354448	0.413680601	CBM	CBM0
GH105	1346.375796	-0.390058908	0.288195152	-1.353454092	0.175910607	0.415413311	GH	GH0
CBM50	1312.367317	-0.306226593	0.227330116	-1.34705686	0.17796192	0.418053407	CBM	CBM0
GH27	841.5785838	0.350615097	0.261021077	1.343244389	0.179192852	0.418053407	GH	GH0
GH14	11.15560996	-1.472589202	1.09712264	-1.342228433	0.17952194	0.418053407	GH	GH0
GH43_31	59.20508546	-0.724017173	0.544291063	-1.330202205	0.183451658	0.42523587	GH	GH0
GH12	169.8679139	0.573818473	0.434896012	1.319438341	0.187022611	0.429554216	GH	GH0
PL7_3	7.963702794	-1.871653528	1.416581638	-1.321246498	0.186419187	0.429554216	PL	PL0
PL7_1	2.930780108	3.063958536	2.330976575	1.314452736	0.188693894	0.431422857	PL	PL0
PL2	6.935186201	2.124232958	1.62115501	1.310320694	0.19008737	0.432642294	PL	PL0
GT83	16350.6208	0.18618692	0.142961855	1.302353831	0.192795458	0.436829348	GT	GT0
GH43_25	2.032693185	-4.440795964	3.4233315	-1.297214706	0.194557322	0.438844543	GH	GH0
CE6	430.1165205	-0.432102698	0.334224694	-1.292850904	0.196062631	0.440265639	CE	CE0
GH101	58.58084484	1.181105431	0.936358441	1.261381731	0.207171347	0.463143056	GH	GH0
PL3_5	21.84877945	-1.442266835	1.150841286	-1.253228271	0.210122644	0.467662345	PL	PL0
GH1	7950.084899	0.206363055	0.167336439	1.233222457	0.217492779	0.479819596	GH	GH0
GH43_10	485.5341922	-0.385294617	0.311811131	-1.235666657	0.216582496	0.479819596	GH	GH0
GH13_7	35.63812137	-0.795820567	0.64873485	-1.226727017	0.21992521	0.483067164	GH	GH0
GT38	7.651223646	-2.713109524	2.21748158	-1.223509385	0.221137362	0.483617795	GT	GT0
GT94	1953.122481	0.266872695	0.220351924	1.211120329	0.225849291	0.491784388	GT	GT0
GH5_51	28.92035117	-0.843912162	0.704328449	-1.19817986	0.230847004	0.500500186	GH	GH0
GH16	4182.765279	0.219559323	0.184440786	1.190405485	0.233887058	0.500556729	GH	GH0
GT19	2828.727411	-0.212845656	0.17917076	-1.187948617	0.234853654	0.500556729	GT	GT0
PL11	954.5451369	0.289300881	0.242833233	1.191356215	0.233513774	0.500556729	PL	PL0
PL9_1	867.0087986	-0.25848784	0.216796238	-1.192307774	0.233140588	0.500556729	PL	PL0
GH88	926.7926956	-0.250648428	0.212563559	-1.179169326	0.238330758	0.504710131	GH	GH0
CBM26	3.148584294	-3.137116555	2.663158287	-1.177968493	0.238809167	0.504710131	CBM	CBM0
GT14	231.9073066	0.349987148	0.299354757	1.169138422	0.242347866	0.510045927	GT	GT0
GT58	22.26394936	-1.305298516	1.121218089	-1.164178966	0.244351492	0.512120003	GT	GT0
GT92	241.24635	-0.393163367	0.339296126	-1.158761735	0.246553319	0.514590537	GT	GT0
GH43_23	39.65072393	0.765709909	0.664050348	1.15309014	0.248873388	0.517286423	GH	GH0
GT101	8.756452565	1.736031195	1.512824281	1.147543186	0.251157195	0.519885059	GT	GT0
GH43_36	187.8776465	0.664392664	0.582811626	1.139978399	0.254295301	0.522083821	GH	GH0
GH85	83.26184501	-0.579867202	0.508577167	-1.140175453	0.254213212	0.522083821	GH	GH0
CBM61	214.5906029	0.459841394	0.408091391	1.126809839	0.25982289	0.52911301	CBM	CBM0
GH43_8	119.9541357	-0.575935344	0.510864805	-1.127373306	0.25958468	0.52911301	GH	GH0
GH3	10648.55723	0.156128166	0.141898591	1.100279886	0.271210193	0.539204455	GH	GH0
GH67	2079.724499	-0.215163648	0.194391011	-1.106860069	0.268354433	0.539204455	GH	GH0
GH30	879.4380016	-0.219646435	0.198692209	-1.105460728	0.268960002	0.539204455	GH	GH0
GH5_29	255.0106806	0.532436361	0.483493689	1.101227117	0.270797822	0.539204455	GH	GH0
PL8_3	80.58356012	-0.652345014	0.59276343	-1.100514946	0.271107821	0.539204455	PL	PL0
GH75	56.93142985	-0.587319148	0.528585876	-1.111113962	0.266519299	0.539204455	GH	GH0
GT18	1.561440265	-4.064168748	3.710466584	-1.095325522	0.27337405	0.541366721	GT	GT0
GH43_29	527.8185775	0.251232824	0.229897613	1.092803101	0.27448026	0.541425767	GH	GH0
GH30_4	111.9637285	-0.535881569	0.493576159	-1.085712021	0.277606421	0.54442898	GH	GH0
CBM68	7.709485024	-1.809174207	1.668294859	-1.084445113	0.278167491	0.54442898	CBM	CBM0
GT2_Cellulose_synt	466.8803314	0.241169538	0.225656474	1.068746375	0.285183968	0.551721293	GT	GT0
PL6	384.5049246	-0.294829244	0.27563177	-1.069648991	0.284777335	0.551721293	PL	PL0
PL4_4	19.8593844	-0.99781911	0.932022773	-1.070595203	0.284351481	0.551721293	PL	PL0
PL1_5	121.9887847	0.572910758	0.538474226	1.063952054	0.28735042	0.553782611	PL	PL0
CBM63	50.07026397	-0.692864241	0.654132448	-1.059210933	0.289503727	0.555802957	CBM	CBM0
GH17	771.0561868	0.338884076	0.321295633	1.05474224	0.291543228	0.557157735	GH	GH0
PL12_2	14.85615326	0.913210945	0.867397361	1.052817298	0.292424736	0.557157735	PL	PL0
CBM76	1.457188046	4.028406773	3.839567501	1.049182433	0.294094162	0.558224014	CBM	CBM0
GH43_9	520.5691667	-0.391893442	0.376287724	-1.041472832	0.297656156	0.562861076	GH	GH0
GT7	201.6097129	0.358624476	0.348710095	1.028431587	0.303746857	0.572227224	GT	GT0
GH32	2078.819624	-0.201203512	0.196779791	-1.022480565	0.306553507	0.575359753	GH	GH0
GH5_40	69.74079537	0.567574096	0.5591648	1.015039029	0.310087223	0.579828526	GH	GH0
GH113	598.9471476	0.218858668	0.217214851	1.007567703	0.31366204	0.584340764	GH	GH0
AA1_3	130.0139763	-0.394409479	0.394824902	-0.99894783	0.317819964	0.589902	AA	AA0
CBM20	104.9933525	0.397438225	0.400052963	0.993464019	0.320483877	0.590913047	CBM	CBM0
CBM56	78.72884419	-0.519660209	0.523328106	-0.99299121	0.320714238	0.590913047	CBM	CBM0
GH18	3972.208063	-0.211203938	0.215112032	-0.981832282	0.326182482	0.594455755	GH	GH0
GH13_4	205.6759356	0.268329924	0.273130311	0.982424554	0.325890735	0.594455755	GH	GH0
GH111	1.373269264	-3.874174019	3.938030216	-0.983784737	0.325221366	0.594455755	GH	GH0
GH95	3859.845512	0.22032707	0.228047345	0.966146177	0.333971041	0.599955119	GH	GH0
GT40	54.44462746	0.711687646	0.735864579	0.967144862	0.333471622	0.599955119	GT	GT0
GT97	6.982543024	-2.165717871	2.234994776	-0.969003549	0.332543418	0.599955119	GT	GT0
GH107	5.936170443	-1.302516823	1.342298782	-0.970362814	0.331865677	0.599955119	GH	GH0
GH106	1856.136755	-0.188128636	0.196831174	-0.955786794	0.339179962	0.607144202	GH	GH0
AA4	9540.716311	0.129543969	0.13733364	0.943279222	0.345538101	0.607181734	AA	AA0
GH20	4203.624623	-0.161919736	0.171463891	-0.94433723	0.344997347	0.607181734	GH	GH0
