otu_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	id	color
CBM50	3235.591438	2.177305609	0.502712939	4.331111135	1.48E-05	7.48E-05	CBM	CBM1
GH18	3165.436439	-0.559870301	0.464979537	-1.204075138	0.228560538	0.330466511	GH	GH0
CE12	3163.746619	0.424233849	0.543675303	0.780307377	0.435209972	0.542816833	CE	CE0
GH53	3105.925461	1.11307705	0.476820861	2.334371544	0.019576275	0.046224374	GH	GH1
GH51	3095.07928	-1.133084907	0.418616051	-2.706740232	0.00679474	0.019160323	GH	GH1
GH13_18	3070.201078	4.523331274	0.497047917	9.100392769	9.00E-20	2.40E-18	GH	GH1
GH36	2948.955463	-0.782737635	0.405052897	-1.932433122	0.053306069	0.106144541	GH	GH0
GT101	2764.518863	5.268649894	0.553322921	9.521835614	1.70E-21	6.14E-20	GT	GT1
GH43_11	2742.471841	-0.297072921	0.510788962	-0.581596204	0.5608387	0.654552108	GH	GH0
GH78	2647.057094	-1.969851643	0.524349374	-3.756754063	0.000172132	0.000662269	GH	GH1
GT17	2228.32784	5.589747321	0.673651379	8.297685563	1.06E-16	1.79E-15	GT	GT1
AA12	2217.090098	3.983789741	0.446225077	8.927758547	4.35E-19	1.04E-17	AA	AA1
GH102	2183.267659	3.255302388	0.504510572	6.45239678	1.10E-10	1.04E-09	GH	GH1
GT27	2043.672756	1.797115718	0.400850798	4.483253436	7.35E-06	3.93E-05	GT	GT1
GH127	1992.775474	-0.327688127	0.527511992	-0.621195597	0.534470936	0.628709708	GH	GH0
CBM48	1929.259819	3.526910401	0.479391482	7.357056888	1.88E-13	2.44E-12	CBM	CBM1
CE16	1917.916121	4.592880559	0.585851338	7.839668979	4.52E-15	6.84E-14	CE	CE1
GT25	1882.896845	1.210795483	0.439511613	2.754865735	0.005871623	0.016871624	GT	GT1
GH33	1828.664742	0.498000142	0.41357854	1.204124716	0.228541378	0.330466511	GH	GH0
GH10	1741.275215	-1.637557821	0.472894109	-3.462842509	0.000534501	0.001881113	GH	GH1
GH19	1663.948533	1.315807563	0.438790609	2.99871405	0.002711216	0.008151604	GH	GH1
GH95	1661.440608	-1.296304713	0.490032951	-2.645341929	0.008160841	0.022319407	GH	GH1
GH5_5	1624.999696	5.391221732	0.487526701	11.0583107	2.00E-28	3.02E-26	GH	GH1
GH92	1595.464391	-0.484727866	0.509722313	-0.950964582	0.341622355	0.45482859	GH	GH0
GT84	1490.453816	5.78946991	0.579346831	9.993098426	1.63E-23	1.06E-21	GT	GT1
AA5	1454.216262	-1.696914081	0.464580891	-3.652569688	0.000259629	0.000966161	AA	AA1
GT99	1439.511742	5.353689485	0.564781788	9.479217633	2.56E-21	8.31E-20	GT	GT1
GH13_16	1406.705445	0.389258884	0.443636005	0.877428522	0.380253927	0.489051793	GH	GH0
CE8	1289.307412	-1.352407804	0.581045749	-2.327540999	0.01993649	0.046655496	CE	CE1
GH29	1272.527931	-1.982257886	0.459438369	-4.314524037	1.60E-05	7.98E-05	GH	GH1
GH13_13	1267.18116	-3.527934051	0.566095902	-6.232043082	4.60E-10	4.02E-09	GH	GH1
CE11	1247.465117	1.457397378	0.40278285	3.618320336	0.000296521	0.001076965	CE	CE1
GT21	1221.416347	-1.333549243	0.398414138	-3.347143377	0.00081649	0.002745825	GT	GT1
GH13_30	1184.732579	0.852867324	0.462185456	1.845292433	0.064995011	0.123202786	GH	GH0
GH9	1164.540329	-2.048437636	0.50190468	-4.081328027	4.48E-05	0.000203297	GH	GH1
GH16	1071.399747	0.215466325	0.436399929	0.493735931	0.621492686	0.710724634	GH	GH0
GH13_20	1062.470997	-3.15051454	0.502610689	-6.268299917	3.65E-10	3.25E-09	GH	GH1
GH88	1024.94651	-1.144164696	0.571381724	-2.002452386	0.045236099	0.092095018	GH	GH0
GH43_5	992.3637162	3.456465529	0.639210548	5.407397514	6.39E-08	4.40E-07	GH	GH1
GH13_3	955.6931542	0.546560043	0.429365648	1.272947768	0.203036577	0.304219822	GH	GH0
GH39	932.2486635	-2.146439333	0.667145603	-3.217347641	0.001293817	0.00428754	GH	GH1
GH13_33	925.8903529	5.081614954	0.448386274	11.33311889	8.99E-30	2.04E-27	GH	GH1
GH48	921.1309591	-4.033952519	0.47183378	-8.549520376	1.24E-17	2.34E-16	GH	GH1
GT73	915.4688289	1.93860988	0.48647217	3.985037579	6.75E-05	0.00029739	GT	GT1
PL9_2	913.6149568	-4.893074938	0.48522379	-10.08416124	6.49E-24	4.91E-22	PL	PL1
GH91	898.7736023	6.006141657	0.620889564	9.673445973	3.91E-22	1.97E-20	GH	GH1
GH38	885.1989382	-1.109340118	0.412905831	-2.686666145	0.007216905	0.019959214	GH	GH1
GT2_Cellulose_synt	874.6541926	0.274244081	0.531190061	0.516282403	0.605657185	0.697889243	GT	GT0
AA3_3	843.6674354	4.214268718	0.438861607	9.602728171	7.79E-22	3.53E-20	AA	AA1
GH114	843.5930512	0.683618192	0.554657875	1.232504256	0.217760778	0.322521783	GH	GH0
GH144	824.9352148	2.264077887	0.512167191	4.420583603	9.84E-06	5.08E-05	GH	GH1
GT32	799.1085044	0.962633837	0.698380356	1.378380461	0.168085853	0.259561147	GT	GT0
GH126	795.8707951	-5.860910201	0.506123094	-11.58000942	5.20E-31	2.36E-28	GH	GH1
GT39	781.3609518	0.29889859	0.422950494	0.706698759	0.479753701	0.579277075	GT	GT0
GH43_33	730.2761445	-6.062714438	0.822860503	-7.367852043	1.73E-13	2.32E-12	GH	GH1
GH74	692.9649898	-1.462763827	0.655903852	-2.230149774	0.025737501	0.057278557	GH	GH0
GH43_4	687.5488601	-4.524997109	0.610848161	-7.407728134	1.28E-13	1.77E-12	GH	GH1
CBM32	681.1755993	-0.652310813	0.469870012	-1.388279304	0.165052012	0.257503826	CBM	CBM0
GH43	676.173182	-1.497415275	0.579996341	-2.581766761	0.009829599	0.026358323	GH	GH1
CE6	661.8895839	-3.98877583	0.644071267	-6.193065945	5.90E-10	5.05E-09	CE	CE1
GH76	649.8584918	-0.095926902	0.484916464	-0.1978215	0.843184724	0.886124687	GH	GH0
GH5_7	634.7342052	-4.384109227	0.571537076	-7.670734599	1.71E-14	2.50E-13	GH	GH1
PL22	620.3675207	0.998694962	0.603855115	1.653865204	0.098154904	0.170085215	PL	PL0
GH125	619.0078126	-2.628583846	0.484684545	-5.423287943	5.85E-08	4.15E-07	GH	GH1
AA3_1	613.6875288	1.53418683	0.400940892	3.826466349	0.000129996	0.000513201	AA	AA1
GH87	609.9879953	0.424737895	0.565357862	0.751272642	0.45248859	0.556720379	GH	GH0
AA10	592.3095685	0.664596736	0.592157338	1.122331336	0.261721587	0.372481507	AA	AA0
GH26	582.9897914	0.349531988	0.410103396	0.852302105	0.394046438	0.498320565	GH	GH0
GH13_19	573.0904946	2.962141524	0.602853494	4.913534634	8.94E-07	5.56E-06	GH	GH1
GT76	572.5027724	1.328184288	0.46566584	2.852226153	0.00434142	0.01271616	GT	GT1
GH106	550.625864	-3.233492795	0.53592627	-6.033465751	1.60E-09	1.30E-08	GH	GH1
PL26	550.1211835	-3.254831332	0.494801346	-6.578056749	4.77E-11	4.81E-10	PL	PL1
GH27	540.1708502	-2.325019501	0.552011523	-4.211903924	2.53E-05	0.000121016	GH	GH1
GH11	528.3859416	-3.017214736	0.531371872	-5.678160428	1.36E-08	1.03E-07	GH	GH1
GT46	518.5705334	-6.886781388	0.76466427	-9.006281139	2.13E-19	5.38E-18	GT	GT1
GH57	507.0175622	-6.648777827	0.616011431	-10.79327021	3.70E-27	4.20E-25	GH	GH1
GH13_21	501.5598593	3.184111415	0.651693986	4.885899646	1.03E-06	6.32E-06	GH	GH1
GH5	486.2062544	1.433954386	0.520241349	2.756325289	0.005845483	0.016871624	GH	GH1
CBM22	485.9936147	3.217277764	0.451839748	7.120395616	1.08E-12	1.32E-11	CBM	CBM1
PL11	482.1543384	0.723905032	0.551400728	1.312847436	0.189234362	0.286374668	PL	PL0
GH85	473.2126487	-4.948930133	0.560358832	-8.83171613	1.03E-18	2.23E-17	GH	GH1
PL22_2	451.6561417	-5.335788033	0.535735541	-9.959742492	2.29E-23	1.30E-21	PL	PL1
PL9	445.8978803	3.05149036	0.727207243	4.196177073	2.71E-05	0.000128377	PL	PL1
GH81	439.8371599	2.475037839	0.543176806	4.556597062	5.20E-06	2.88E-05	GH	GH1
GH63	437.8855571	0.496009243	0.531562037	0.933116379	0.350759883	0.458978197	GH	GH0
GH67	432.1922073	-0.561233869	0.428528184	-1.309677846	0.190304841	0.287037867	GH	GH0
GT70	431.6718256	-2.498994573	0.648925727	-3.850971644	0.00011765	0.000472683	GT	GT1
GH121	428.7958928	-0.879030675	0.642193814	-1.368793433	0.171063854	0.263264372	GH	GH0
CBM63	413.4398315	-7.207903532	0.673647008	-10.69982267	1.02E-26	9.26E-25	CBM	CBM1
GT104	404.8709691	2.743903954	0.456125416	6.015678713	1.79E-09	1.43E-08	GT	GT1
GT94	398.4867649	1.839993234	0.469068473	3.92265381	8.76E-05	0.000364778	GT	GT1
GH140	398.3255253	-1.537631258	0.705258462	-2.180237944	0.029239828	0.061923764	GH	GH0
GH13_23	396.0358538	1.857556479	0.476020162	3.902264292	9.53E-05	0.000393317	GH	GH1
GH30_8	386.3043673	-4.880334622	0.587347752	-8.309105821	9.64E-17	1.68E-15	GH	GH1
PL11_1	368.9380979	-4.994172484	0.541847157	-9.216939534	3.06E-20	9.25E-19	PL	PL1
CBM67	364.6721002	-0.481695598	0.475142752	-1.013791319	0.310682338	0.418545346	CBM	CBM0
GH6	361.3679128	2.344211832	0.553845725	4.232607973	2.31E-05	0.000111567	GH	GH1
GH142	356.3808015	-0.692900773	0.638382452	-1.08540072	0.277744214	0.39160209	GH	GH0
GH68	348.3395533	-3.231615372	0.482232958	-6.701357338	2.06E-11	2.29E-10	GH	GH1
CBM6	337.5844713	-1.937586998	0.49156887	-3.941638938	8.09E-05	0.000343872	CBM	CBM1
CBM37	332.3974355	-5.599732347	0.660074424	-8.483486318	2.19E-17	3.97E-16	CBM	CBM1
GH5_9	331.5189914	-2.339099828	1.007991196	-2.320555811	0.020310829	0.047287777	GH	GH1
GH130	324.8668128	0.329898092	0.466326168	0.707440661	0.479292676	0.579277075	GH	GH0
GH30	319.2673473	-2.755028344	0.496148102	-5.55283459	2.81E-08	2.09E-07	GH	GH1
GH43_12	298.7077598	-1.703797898	0.549830947	-3.098766823	0.001943279	0.006257083	GH	GH1
GT22	293.2581934	-3.680142809	1.088356021	-3.381377727	0.000721233	0.002480605	GT	GT1
CBM35	275.6727579	-0.231127212	0.440592797	-0.524582367	0.599873547	0.692983691	CBM	CBM0
GH43_10	269.8169268	-3.270774868	0.68846411	-4.750828436	2.03E-06	1.19E-05	GH	GH1
GH43_24	268.7719172	-1.297485084	0.791681801	-1.638897196	0.101234672	0.173436004	GH	GH0
PL6_1	262.7169004	-4.687944816	1.67591651	-2.797242458	NA	NA	PL	PL0
GH55	256.8191081	0.845032763	0.516527287	1.635988619	0.101841969	0.173820504	GH	GH0
GH99	254.9613991	2.533102294	0.551011938	4.597182242	4.28E-06	2.43E-05	GH	GH1
CBM66	249.5858556	-0.678146425	0.491158986	-1.380706543	0.167369209	0.259336589	CBM	CBM0
PL1	246.2985568	-2.507143178	0.629952713	-3.979891074	6.89E-05	0.00030098	PL	PL1
GH129	244.9945033	1.867295139	0.514157723	3.631755502	0.0002815	0.001035267	GH	GH1
GT87	243.2748738	-0.846471649	0.80065268	-1.057227023	0.29040799	0.403196414	GT	GT0
GH119	239.5338955	-0.899391538	0.527753626	-1.704188266	0.088345921	0.156066335	GH	GH0
GH93	238.9295519	1.400305815	0.568646195	2.462525602	0.013796232	0.034414777	GH	GH1
GH115	236.3068794	-1.651904005	0.607020247	-2.721332631	0.00650193	0.018565259	GH	GH1
GH30_4	234.7072551	-4.393383595	0.811504315	-5.413875826	6.17E-08	4.31E-07	GH	GH1
PL5	233.4863413	2.684020062	0.541087733	4.960415658	7.03E-07	4.50E-06	PL	PL1
GH43_30	231.4098638	-1.651226802	0.669074405	-2.467927019	0.013589802	0.03433206	GH	GH1
GH84	220.018314	-1.704909093	0.7823957	-2.179088015	0.02932513	0.061923764	GH	GH0
GH108	218.447584	0.136006159	0.542868295	0.250532515	0.802175563	0.858049419	GH	GH0
PL7_1	213.2832775	8.537675629	0.89695536	9.518506728	1.76E-21	6.14E-20	PL	PL1
AA9	212.7103649	3.89114335	0.763299205	5.097795626	3.44E-07	2.26E-06	AA	AA1
GH30_5	210.1092323	0.536448763	0.569720192	0.941600404	0.346397263	0.45716383	GH	GH0
GH43_14	206.0991139	-1.876826307	0.731382116	-2.566136448	0.010283837	0.027144545	GH	GH1
GT60	205.7994626	3.018225326	0.673836555	4.479165315	7.49E-06	3.95E-05	GT	GT1
CE5	201.5526318	0.972039017	0.809500634	1.200788457	0.229833271	0.331251762	CE	CE0
PL1_6	192.1991556	-1.198891692	0.549775069	-2.180694906	0.02920599	0.061923764	PL	PL0
CBM70	189.048287	-6.065192796	0.688640289	-8.807490486	1.28E-18	2.64E-17	CBM	CBM1
GH123	186.9039456	-3.305241616	0.698092644	-4.734674751	2.19E-06	1.28E-05	GH	GH1
GH43_32	185.9938226	-3.080827373	0.792783922	-3.886087101	0.000101873	0.00041667	GH	GH1
GH13_32	183.8897783	-3.142341947	0.877183944	-3.582306732	0.000340574	0.001227146	GH	GH1
PL5_1	179.9888076	4.088002927	0.614216262	6.655640986	2.82E-11	3.05E-10	PL	PL1
GH50	173.2492316	1.033902901	0.569104776	1.816718017	0.069260302	0.12730436	GH	GH0
GH47	172.1268669	1.890664514	0.80835133	2.338914334	0.019339868	0.045970156	GH	GH1
PL9_1	169.1331404	0.064237525	0.656186782	0.097895184	0.922015525	0.93623743	PL	PL0
GH104	159.672359	1.103890728	0.599123359	1.842509912	0.065400598	0.123202786	GH	GH0
GT53	158.5164267	-0.921822337	0.880354454	-1.047103622	0.295051789	0.407153533	GT	GT0
GT97	157.5259027	-3.858802653	0.859789985	-4.488075831	7.19E-06	3.88E-05	GT	GT1
CBM13	155.123985	0.088412147	0.505520243	0.174893386	0.861163408	0.899293472	CBM	CBM0
PL1_5	148.0187471	-2.048341814	0.598496033	-3.422481856	0.000620522	0.002150513	PL	PL1
CBM40	135.708022	0.442736972	0.557935085	0.793527749	0.427470409	0.537594365	CBM	CBM0
GH136	132.9339153	-1.521826828	0.755361585	-2.014699791	0.043936114	0.0902579	GH	GH0
GH141	132.3036024	0.186254244	0.567042046	0.328466373	0.742559066	0.806511521	GH	GH0
GT90	131.6365832	1.442481688	0.654316313	2.204563236	0.027484758	0.05946906	GT	GT0
GT66	131.6081265	-1.406847591	0.640053492	-2.198015649	0.027947991	0.059850886	GT	GT0
GH97	130.118857	-0.50251382	0.576169333	-0.872163428	0.383119228	0.49088286	GH	GH0
GH5_25	127.4328178	5.162202301	1.922638252	2.68495766	0.007253899	0.019959214	GH	GH1
GH13_40	123.3890421	-1.065112952	0.769892391	-1.383456915	0.166524809	0.258911861	GH	GH0
GH5_18	120.0864143	1.847275486	0.615420614	3.001647074	0.002685233	0.008127305	GH	GH1
GH17	115.5788681	1.236257474	0.674927422	1.831689504	0.066997693	0.124659642	GH	GH0
GH13_14	115.2409264	-5.406518057	0.830536285	-6.509671107	7.53E-11	7.28E-10	GH	GH1
GT14	111.5939225	2.27579783	0.894037471	2.545528462	0.010911247	0.028469575	GT	GT1
GH43_22	110.3818413	0.001121264	0.645831584	0.001736155	0.998614749	0.998614749	GH	GH0
GH13_2	106.0349825	-1.559067851	0.686961996	-2.269511065	0.023237265	0.052226329	GH	GH0
PL22_1	104.7094531	-1.403776421	0.755605286	-1.857817099	0.063194992	0.121289276	PL	PL0
GH13_28	102.1747191	-9.935697095	1.404260259	-7.075395769	1.49E-12	1.78E-11	GH	GH1
GH5_48	101.8391846	1.352684162	0.612307906	2.20915678	0.027163738	0.059290082	GH	GH0
GH5_41	100.9339065	0.853558983	0.707704004	1.20609602	0.227780469	0.330466511	GH	GH0
CBM9	97.12695879	-1.67032561	0.72173777	-2.31431093	0.020650673	0.04759089	CBM	CBM1
CBM16	96.94153309	-2.165689891	0.616170875	-3.514755371	0.000440159	0.00156119	CBM	CBM1
GH5_2	96.8702098	-2.540451268	0.675592936	-3.760328345	0.00016969	0.000658457	GH	GH1
GH113	92.485693	-0.834938337	0.730186581	-1.143458889	0.252848114	0.360984415	GH	GH0
GH13_4	91.61147858	0.863290397	0.702023977	1.229716398	0.218803324	0.322521783	GH	GH0
GH5_8	86.80690991	-0.48940727	0.637318972	-0.767915739	0.442537246	0.54860283	GH	GH0
GH64	85.14013948	0.86241416	0.663986788	1.29884235	0.193998037	0.291639434	GH	GH0
GH72	83.7262654	2.160978173	0.977113045	2.211594844	0.026994672	0.059205706	GH	GH0
GT89	82.52400054	-2.746177628	1.241033322	-2.212815385	0.026910376	0.059205706	GT	GT0
GH13_36	79.48692121	-2.079775982	0.682284743	-3.048252217	0.002301766	0.00720691	GH	GH1
PL3_1	78.41671854	-0.457614021	0.717617752	-0.637684923	0.523678802	0.62238266	PL	PL0
CBM2	76.28199336	1.838740219	0.65366127	2.812986335	0.004908374	0.014284626	CBM	CBM1
GH30_2	75.33428452	2.691665593	0.683366443	3.938831969	8.19E-05	0.000344196	GH	GH1
GT29	74.59214209	-2.018795057	0.829969629	-2.432372204	0.015000284	0.03701157	GT	GT1
PL12	72.1330648	-0.403406565	0.647370672	-0.623146185	0.533188462	0.628709708	PL	PL0
GH5_13	72.04603035	2.072921563	1.049393784	1.975351478	NA	NA	GH	GH0
GT7	71.49653584	1.740444606	0.684982585	2.540859642	0.01105803	0.02868769	GT	GT1
GT92	71.45023888	1.526456623	0.682416131	2.236841353	0.025296711	0.05657491	GT	GT0
GH116	71.05264329	-0.211644568	1.107579528	-0.191087468	0.848457066	0.889606254	GH	GH0
CE2	68.62486076	-0.741094031	0.680062148	-1.089744567	0.275825678	0.390108592	CE	CE0
GT15	68.26210159	1.039745099	0.988822974	1.051497716	0.293030058	0.405596482	GT	GT0
GH46	68.10109915	-3.984575858	0.867446009	-4.593456902	4.36E-06	2.44E-05	GH	GH1
GH7	66.76556597	2.191963588	0.946820705	2.315077794	0.020608675	0.04759089	GH	GH1
CBM34	65.82643053	-0.590486267	0.670591371	-0.880545579	0.378563825	0.488261297	CBM	CBM0
AA3_4	65.30509137	2.018073652	0.857999405	2.352068825	0.01866932	0.04484588	AA	AA1
GH59	65.06940278	-1.135600893	0.787382186	-1.442248648	0.149232241	0.2385614	GH	GH0
GH128	64.82454174	2.192253509	0.882417761	2.484371469	0.012978035	0.033288293	GH	GH1
CE15	64.74926971	-0.278004074	0.649384567	-0.428103912	0.668575469	0.745781972	CE	CE0
PL1_8	64.71178095	-5.948506616	0.981505507	-6.060594233	1.36E-09	1.12E-08	PL	PL1
GH43_3	64.40604276	1.502201057	0.837686033	1.793274566	0.072929032	0.132971007	GH	GH0
PL1_2	64.39361645	-0.671957786	0.654040681	-1.02739448	0.30423475	0.412306198	PL	PL0
GH43_9	64.29704824	-1.263707901	0.641614194	-1.969575973	0.048886988	0.098206603	GH	GH0
GT34	64.0566879	2.213991636	0.71788031	3.084067922	0.00204191	0.006528359	GT	GT1
GT85	63.49917537	-2.985684441	1.358059877	-2.19849249	0.027914029	0.059850886	GT	GT0
AA5_2	61.96448418	1.308720124	0.826768632	1.582933935	0.113436523	0.190741413	AA	AA0
GH13_42	61.84828158	0.035613374	1.086943595	0.032764693	0.973862234	0.978171359	GH	GH0
GH79	61.20110373	0.244466168	0.890599966	0.274496045	0.783703443	0.844227927	GH	GH0
GH5_4	60.92135547	-1.925243404	0.661625732	-2.909867784	0.003615817	0.010729287	GH	GH1
GH13_1	59.72822174	-1.222283435	0.790559076	-1.54610006	0.122080404	0.201543649	GH	GH0
CBM56	57.35423604	-1.964636818	1.172319804	-1.675853988	0.093766796	0.163731252	CBM	CBM0
GH43_21	56.89552236	0.571927619	0.920847983	0.621087985	0.534541734	0.628709708	GH	GH0
GT11	56.77339151	-2.077765428	1.165807005	-1.782255055	0.074707649	0.135128575	GT	GT0
AA8	56.19149204	2.269314024	0.878627719	2.58279357	0.009800394	0.026358323	AA	AA1
GT48	55.60181963	0.808084662	1.007988556	0.801680393	0.42273786	0.533119413	GT	GT0
CBM46	54.04699031	-1.839974763	0.7181402	-2.56213865	0.010402978	0.0273003	CBM	CBM1
AA1_3	53.10237621	1.993923191	0.85467669	2.332956093	0.01965045	0.046224374	AA	AA1
GH135	50.52549564	0.344454542	0.789535878	0.436274717	0.662637423	0.742808371	GH	GH0
GH43_1	48.50550657	-0.176484012	0.71534033	-0.246713354	0.805130071	0.858049419	GH	GH0
CBM61	47.2543472	1.834607046	0.832309525	2.204236514	0.027507715	0.05946906	CBM	CBM0
CBM23	46.803267	0.362272878	0.773989237	0.468059323	0.639742167	0.724296618	CBM	CBM0
GH62	46.71675804	2.90417121	0.944505968	3.07480451	0.002106406	0.006676014	GH	GH1
PL12_3	46.00483128	-0.507876783	0.757363554	-0.67058519	0.50248482	0.598761439	PL	PL0
GT77	45.64878437	-1.201072547	0.898718316	-1.336428251	0.181409337	0.275450967	GT	GT0
GH43_17	45.24491777	-1.915183875	0.83335717	-2.298154913	0.021552974	0.049171106	GH	GH1
GH13_25	45.19227172	1.836521913	0.952670024	1.927762884	0.053884626	0.106828036	GH	GH0
